,user_name,track_id,anger,fear,joy,sadness,analytical,confident,tentative,lyric_anger,lyric_fear,lyric_joy,lyric_sadness,lyric_analytical,lyric_confident,lyric_tentative
0,PlayingGod_sos,0VF7YLIxSQKyNiFL3X6MmN,0.0,0.0,0.0,0.0,0.762356,0.0,0.0,0.0,0.0,0.566407,0.0,0.0,0.0,0.814908
1,PlayingGod_sos,0snQkGI5qnAmohLE7jTsTn,0.0,0.0,0.0,0.0,0.0,0.0,0.91961,0.0,0.674688,0.0,0.509017,0.0,0.0,0.537725
2,PlayingGod_sos,3K4HG9evC7dg3N0R9cYqk4,0.402635,0.0,0.0,0.417779,0.0,0.289718,0.0,0.637973,0.0,0.0,0.0,0.500752,0.0,0.772249
3,PlayingGod_sos,7brQHA2CgQpcMBiOlfiXYb,0.5610936666666667,0.0,0.0,0.0,0.2940946666666666,0.0,0.0,0.0,0.557243,0.0,0.0,0.0,0.0,0.954621
4,PlayingGod_sos,4PaPZk1Ozg0TfDTBnbXX38,0.0,0.0,0.0,0.0,0.955445,0.80026,0.0,0.52434,0.0,0.0,0.0,0.0,0.0,0.92703
5,PlayingGod_sos,77V0TWycxV4wuhcip5LF3X,0.0,0.0,0.0,0.0,0.0,0.97759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,PlayingGod_sos,5lpDAHGne3yWphLa5pio5J,0.427916,0.0,0.0,0.0,0.0,0.375756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675399
7,PlayingGod_sos,3upLw0Q5ameQ37ihSvh1S7,0.0,0.0,0.770119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,PlayingGod_sos,3upLw0Q5ameQ37ihSvh1S7,0.0,0.0,0.0,0.292343,0.30738,0.499872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,PlayingGod_sos,4ImIJRZNJhNQLLdUFSYJoS,0.78745,0.0,0.0,0.0,0.0,0.0,0.0,0.57797,0.0,0.555172,0.552325,0.0,0.0,0.0
10,PlayingGod_sos,2K87XMYnUMqLcX3zvtAF4G,0.77224,0.0,0.0,0.0,0.0,0.0,0.968123,0.0,0.0,0.83133,0.0,0.0,0.826314,0.0
11,PlayingGod_sos,1AEYT6VxrxXPMoQUxsY0E4,0.796079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526698,0.0,0.0,0.0
12,PlayingGod_sos,6gqZzQyJfKqdc9boOILz4x,0.0,0.0,0.285552,0.417779,0.0,0.462832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,PlayingGod_sos,3FmsKw8ie3KLC5273nH6wD,0.881755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696929,0.0,0.0,0.0
14,PlayingGod_sos,6OJogoHnrl8bdsgt2Wv8xi,0.0,0.0,0.637458,0.0,0.0,0.0,0.0,0.0,0.0,0.605896,0.0,0.0,0.68448,0.0
15,PlayingGod_sos,7GVqIMb6OdMY5mG7fUrtOq,0.0,0.0,0.0,0.55107,0.3101395,0.0,0.0,0.631471,0.0,0.0,0.0,0.556746,0.0,0.0
16,PlayingGod_sos,7GVqIMb6OdMY5mG7fUrtOq,0.704629,0.0,0.0,0.0,0.0,0.0,0.0,0.631471,0.0,0.0,0.0,0.556746,0.0,0.0
17,PlayingGod_sos,1zZIGnXIcDKU8QIUkR20nK,0.0,0.0,0.549454,0.0,0.0,0.0,0.0,0.0,0.0,0.609171,0.589117,0.0,0.0,0.0
18,PlayingGod_sos,29pzjF6ZkzcW3ofgOVbF0t,0.41422,0.0,0.329218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693075,0.565119,0.0,0.0
19,PlayingGod_sos,7A9JSq4XOYn9bhSFcGJxto,0.851406,0.0,0.0,0.0,0.0,0.0,0.0,0.693353,0.0,0.0,0.0,0.0,0.0,0.0
20,PlayingGod_sos,0lgiIwUU7Y10uXfKkgXdjk,0.0,0.0,0.544166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,PlayingGod_sos,5hgnY0mVcVetszbb85qeDg,0.3560835,0.0,0.0,0.0,0.441142,0.0,0.0,0.0,0.0,0.621869,0.0,0.0,0.0,0.676824
22,PlayingGod_sos,4ClGNWLK9vZMBtO0CpnyOE,0.256378,0.0,0.2258826666666666,0.0,0.2176996666666666,0.5417649999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,PlayingGod_sos,6GQ3WTaNHMFlVmN4burGat,0.0,0.0,0.0,0.0,0.0,0.0,0.984352,0.0,0.0,0.634506,0.0,0.0,0.0,0.717874
24,PlayingGod_sos,3DaSurzbFuzWE45tQm1TO5,0.0,0.0,0.0,0.916667,0.0,0.0,0.0,0.0,0.0,0.721677,0.0,0.0,0.0,0.784534
25,PlayingGod_sos,1K4y1Lp0uajn7IwBPQfFGb,0.1924343333333333,0.0,0.2482003333333333,0.0,0.5731003333333333,0.0,0.0,0.0,0.0,0.0,0.566298,0.0,0.0,0.0
26,PlayingGod_sos,5vPjZn8M3MHkn0IrGEZEIp,0.0,0.0,0.0,0.0,0.620279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,PlayingGod_sos,7GVqIMb6OdMY5mG7fUrtOq,0.0,0.0,0.2282293333333333,0.0,0.5896560000000001,0.0,0.3154073333333333,0.631471,0.0,0.0,0.0,0.556746,0.0,0.0
28,PlayingGod_sos,5vPjZn8M3MHkn0IrGEZEIp,0.0,0.0,0.2768905,0.3018735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,PlayingGod_sos,7brQHA2CgQpcMBiOlfiXYb,0.1860996666666666,0.0,0.4333023333333333,0.0,0.0,0.2914573333333333,0.0,0.0,0.557243,0.0,0.0,0.0,0.0,0.954621
30,PlayingGod_sos,6LrNqp69g8ngQ0Oem7DGWK,0.0,0.0,0.0,0.835558,0.0,0.0,0.0,0.0,0.0,0.779005,0.0,0.0,0.0,0.0
31,PlayingGod_sos,4pJi1rVt9GNegU9kywjg4z,0.0,0.0,0.4953559999999999,0.1709096666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,PlayingGod_sos,0bfvHnWWOeU1U5XeKyVLbW,0.0,0.0,0.0,0.0,0.982476,0.0,0.0,0.0,0.0,0.668283,0.0,0.0,0.0,0.892564
33,PlayingGod_sos,7B9S4RiRczdw1B9ddjpFe8,0.0,0.0,0.0,0.835558,0.0,0.0,0.0,0.0,0.0,0.0,0.569182,0.0,0.0,0.954887
34,PlayingGod_sos,54cWVWqgyFukgDKQYmaKM3,0.0,0.0,0.874327,0.0,0.0,0.961633,0.0,0.577564,0.0,0.530394,0.0,0.0,0.0,0.530362
35,PlayingGod_sos,7kwiwQhWRBSP1PJv4ZFJUK,0.3435605,0.0,0.0,0.417779,0.0,0.0,0.473111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,PlayingGod_sos,7nzsY8vlnKdvGOEE0rjAXZ,0.3683525,0.0,0.4128905,0.0,0.0,0.0,0.444695,0.0,0.0,0.769942,0.0,0.0,0.0,0.927377
